GCF_0014	10	32	8	4	4096	11	2	11	10731511	8808850	84776	615129	19.1718	0.996945	-0.112572	-19.0592	0.0766437	1.49237	0.0832812	33511	606631	17.6794	0.920301	-0.0493298	-17.6301	3.78667
GCF_0014	10	32	8	4	4096	11	2	12	10731511	8808850	84776	612796	19.1663	0.996946	-0.112572	-19.0538	0.0766456	1.48694	0.0832832	33511	606631	17.6794	0.920301	-0.0493298	-17.6301	3.7523
GCF_0014	10	32	8	4	4096	11	2	13	10731511	8808850	84776	604332	19.1465	0.996953	-0.112572	-19.0339	0.0766524	1.46707	0.0832906	33511	606631	17.6794	0.920301	-0.0493298	-17.6301	3.48757
GCF_0014	15	32	8	4	4096	11	2	11	10929933	8808845	87064	7658635	22.772	0.995775	-0.115217	-22.6568	0.000826214	0.0408924	0.000830409	4883	7542159	22.7311	0.994948	-0.00765377	-22.7235	3.61816
GCF_0014	15	32	8	4	4096	11	2	12	10929933	8808845	87064	7669859	22.7741	0.995774	-0.115217	-22.6589	0.000825692	0.0429843	0.000829884	4883	7542159	22.7311	0.994948	-0.00765377	-22.7235	4.12352
GCF_0014	15	32	8	4	4096	11	2	13	10929933	8808845	87064	7666698	22.7735	0.995774	-0.115217	-22.6583	0.000825839	0.0423955	0.000830032	4883	7542159	22.7311	0.994948	-0.00765377	-22.7235	4.48867
GCF_0015	10	32	8	4	4096	11	2	11	14307082	11584384	113939	961435	19.8081	0.996643	-0.114694	-19.6934	0.0289603	0.586461	0.0299275	13493	953971	19.2217	0.967683	-0.0158821	-19.2058	5.14611
GCF_0015	10	32	8	4	4096	11	2	12	14307082	11584384	113939	967092	19.8165	0.996641	-0.114694	-19.7018	0.0289575	0.594842	0.0299246	13493	953971	19.2217	0.967683	-0.0158821	-19.2058	4.80455
GCF_0015	10	32	8	4	4096	11	2	13	14307082	11584384	113939	966945	19.8163	0.996641	-0.114694	-19.7016	0.0289576	0.594625	0.0299247	13493	953971	19.2217	0.967683	-0.0158821	-19.2058	4.85964
GCF_0015	15	32	8	4	4096	11	2	11	14372281	11584379	114133	11271785	23.3244	0.995655	-0.114882	-23.2095	0.00185801	0.00559441	0.00186264	8541	10893541	23.3188	0.997513	-0.00978098	-23.3091	4.84063
GCF_0015	15	32	8	4	4096	11	2	12	14372281	11584379	114133	10985509	23.2877	0.995664	-0.114882	-23.1728	0.00184928	0.0311543	0.00185389	8541	10893541	23.3188	0.997513	-0.00978098	-23.3091	5.49227
GCF_0015	15	32	8	4	4096	11	2	13	14372281	11584379	114133	10904013	23.277	0.995667	-0.114882	-23.1622	0.00184674	0.041791	0.00185135	8541	10893541	23.3188	0.997513	-0.00978098	-23.3091	5.85467
